test_id,rating
0,3.4836558128159276
1,3.3121139441051297
2,3.422613835475122
3,3.4604854924483326
4,4.540971502267183
5,4.897049000700031
6,2.815760184305222
7,4.3586165720586285
8,4.254051063123249
9,4.018218386633484
10,3.3753280810118933
11,4.876172550964373
12,5
13,4.742127934175981
14,4.931743233593715
15,4.57744652176044
16,4.910980775873444
17,2.8138236961167373
18,2.7819175172955037
19,2.3806773729682176
20,4.827233249801326
21,4.233707415696496
22,4.340655971076643
23,4.5825973771166755
24,3.6714362336691155
25,5
26,4.751571194930744
27,4.6381787463736925
28,4.566745668130301
29,4.744516940198315
30,3.916292876027841
31,4.30711417370205
32,4.050473906664033
33,4.319722512982821
34,4.295252115592285
35,4.1741544483254875
36,4.936422801619438
37,5
38,4.744765335460518
39,5
40,5
41,3.285114047584213
42,3.829386279150299
43,3.4704586093092007
44,4.557061028822866
45,4.056588620477984
46,4.238721630081101
47,3.557867444874214
48,3.910033526884057
49,3.454607316631256
50,3.6722617557510793
51,3.8321949084248836
52,3.048408185051569
53,3.0652806902730867
54,3.027914829399668
55,3.1436558834739916
56,3.0760937853204218
57,3.4700682570613366
58,3.2377301774347935
59,3.1221762356742713
60,2.8992315403526314
61,2.7922026290081607
62,2.578000875823099
63,2.915554221806188
64,2.5440674633974223
65,3.080104018234823
66,3.495222941401272
67,2.5751982885540654
68,2.8418788336680225
69,3.160165898230924
70,2.732907030386782
71,3.1486870418466095
72,3.4021284966587104
73,2.6678744267627272
74,2.366764559502264
75,2.6307289797997733
76,2.5058819896521136
77,3.877635690683026
78,4.004450150560943
79,3.9902915365353175
80,4.124790321947183
81,4.311517080837799
82,4.0386643972983265
83,4.520465314533833
84,3.643652384999688
85,4.172168468670291
86,3.90406761115492
87,4.697384632054738
88,3.4779376682598517
89,3.362451070617096
90,3.5605387492313523
91,3.2959936288434872
92,2.4459942694090677
93,3.9843488938449627
94,3.779918969791523
95,3.7570507058710745
96,3.4034426436366156
97,4.176469776266655
98,4.121131562550642
99,4.04608559820686
100,3.519616933906911
101,4.1948198527934855
102,4.1627957475821
103,4.292491524830654
104,4.045435715385455
105,4.280441578038692
106,3.5799556062707074
107,4.019643932462603
108,3.9570206925053437
109,3.2257627445640837
110,3.7803505134386652
111,4.086915615984826
112,3.762132709105141
113,3.4524590824673838
114,4.47304436588049
115,4.339432432099879
116,4.100986279147486
117,4.452265309051202
118,4.1480338422451055
119,4.133848153156082
120,4.014432771581076
121,4.065803221463185
122,4.017495294717481
123,3.4467728272921154
124,3.26583839811268
125,3.503833496717566
126,2.8377674740384866
127,4.072389397837435
128,3.52094418239375
129,3.8673402150943317
130,3.4665011685287452
131,4.025780702986605
132,4.018170780275771
133,2.6255928450714694
134,4.567321184731699
135,3.8752806983191053
136,4.623828847704017
137,4.4842955486657665
138,4.501430895093172
